1; 1; 1; 33236
1; 1; 2; 33666
1; 1; 3; 23728
1; 1; 4; 6587
1; 1; 5; 31663
1; 1; 6; 31661
1; 1; 7; 31658
1; 1; 8; 34762
1; 1; 9; 18
1; 1; 10; 4763
1; 1; 11; 7953
1; 1; 12; 24120
1; 1; 13; 26079
1; 1; 14; 7740
1; 1; 15; 2306
1; 1; 16; 7308
1; 1; 17; 24306
1; 1; 18; 7359
1; 1; 19; 7357
1; 1; 20; 7355
1; 1; 21; 31156
1; 1; 22; 28007
1; 1; 23; 5036
1; 1; 24; 1268
1; 1; 25; 1255
1; 1; 26; 205
1; 1; 27; 29839
1; 1; 28; 1247
1; 1; 29; 1246
1; 1; 30; 32079
1; 1; 31; 21094
1; 1; 32; 2741
1; 1; 33; 7646
1; 1; 34; 32109
1; 1; 35; 26046
1; 1; 36; 34650
1; 1; 37; 34646
1; 1; 38; 23726
1; 1; 39; 15674
1; 1; 40; 33226
1; 1; 41; 33306
1; 1; 42; 0
1; 1; 43; 2191
1; 1; 44; 2188
1; 1; 45; 28546
1; 1; 46; 27934
1; 1; 47; 27932
1; 1; 48; 33
1; 1; 49; 32245
1; 1; 50; 31750
1; 1; 51; 14927
1; 1; 52; 15958
1; 1; 53; 16067
1; 1; 54; 1605
1; 1; 55; 25543
1; 1; 56; 33951
1; 1; 57; 27561
1; 1; 58; 34343
1; 1; 59; 30440
1; 1; 60; 23590
1; 1; 61; 5794
1; 1; 62; 19441
1; 1; 63; 20844
1; 1; 64; 6270
1; 1; 65; 3209
1; 1; 66; 6181
1; 1; 67; 17733
1; 1; 68; 26317
1; 1; 69; 30863
1; 1; 70; 27158
1; 1; 71; 17714
1; 1; 72; 24229
1; 1; 73; 7184
1; 1; 74; 16062
1; 1; 75; 30075
1; 1; 76; 3197
1; 1; 77; 0
2; 1; 1; 33346
2; 1; 2; 31020
2; 1; 3; 28899
2; 1; 4; 25188
2; 1; 5; 21335
2; 1; 6; 7774
2; 1; 7; 7772
2; 1; 8; 4734
2; 1; 9; 3223
2; 1; 10; 2836
2; 1; 11; 2688
2; 1; 12; 1854
2; 1; 13; 363
2; 1; 14; 361
2; 1; 15; 358
2; 1; 16; 34672
2; 1; 17; 28495
2; 1; 18; 4842
2; 1; 19; 2839
2; 1; 20; 1594
2; 1; 21; 2699
2; 1; 22; 6498
2; 1; 23; 4579
2; 1; 24; 1726
2; 1; 25; 15767
2; 1; 26; 22184
2; 1; 27; 33686
2; 1; 28; 32774
2; 1; 29; 30730
2; 1; 30; 30026
2; 1; 31; 29032
2; 1; 32; 28784
2; 1; 33; 28516
2; 1; 34; 27965
2; 1; 35; 26836
2; 1; 36; 26515
2; 1; 37; 25213
2; 1; 38; 24043
2; 1; 39; 23596
2; 1; 40; 22704
2; 1; 41; 21343
2; 1; 42; 20215
2; 1; 43; 16919
2; 1; 44; 16908
2; 1; 45; 16575
2; 1; 46; 15074
2; 1; 47; 7492
2; 1; 48; 6771
2; 1; 49; 5209
2; 1; 50; 4825
2; 1; 51; 4782
2; 1; 52; 3219
2; 1; 53; 2500
2; 1; 54; 1212
2; 1; 55; 406
